F,For each turn{B-NUM}  the product {B-PART}shall identify one player{B-ACTOR} as offensive status and one player{B-ACTOR} as defensive status.,,,,,,,
F,The product{B-PART} shall maintain the status of each player{B-ACTOR} for a turn  either offensive or defensive{B-VART}.,,,,,,,
F,At the start {B-TIM}of each turn  {B-NUM}the product {B-PART}shall notify each player{B-ACTOR} of his or her status.,,,,,,,
F,For each turn{B-NUM}  the product {B-PART}shall allow the offensive player{B-ACTOR} to define a shot.,,,,,,,
F,For each shot {B-NUM} the product{B-PART} shall examine {B-EVE}the defensive grid of the defensive player{B-ACTOR} to determine whether the shot was a hit or miss{B-EVE}.,,,,,,,
F,For each shot{B-NUM}  the product{B-PART} shall notify the players{B-ACTOR} whether the shot was a hit or miss.{B-EVE},,,,,,,
F,For each shot {B-NUM} the product {B-PART}shall mark the shot{B-EVE} as a hit or miss{B-EVE}on the defensive{B-VART} grid of the defensive player.{B-ACTOR},,,,,,,
F,For each shot{B-NUM}  the product {B-PART}shall mark the shot as a hit{B-EVE} or miss on the offensive{B-VART} grid of the offensive player.{B-ACTOR},,,,,,,
F,When the hit{B-EVE} results in sinking a ship{B-PART}  the product {B-PART}shall notify the players{B-ACTOR} that the ship was sunk.,,,,,,,
F,When the hit {B-EVE}results in sinking a ship{B-PART}  the product {B-PART}shall mark the ship as sunk on the defensive grid of the defensive player.{B-ACTOR},,,,,,,
F,When the hit {B-EVE} results in sinking a ship{B-PART}  the product{B-PART} shall indicate the type of ship {B-HW}sunk on the defensive grid of the defensive player.{B-ACTOR},,,,,,,
F,When the hit{B-EVE} results in sinking a ship{B-PART}  the product{B-PART} shall mark the ship as sunk on the offensive grid of the offensive player.{B-ACTOR},,,,,,,
F,If the shot was marked as a hit  the product{B-PART} shall allow the offensive player{B-ACTOR} to define a shot.{B-EVE},,,,,,,
F,If the shot{B-PART} was marked as a miss{B-EVE}  the product {B-PART}shall change the status of the offensive player{B-ACTOR} to defensive,,,,,,,
F,If the shot{B-PART} was marked as a miss{B-EVE}  the product {B-PART}shall change the status of the defensive player{B-ACTOR} to offensive,,,,,,,
F,The product{B-PART} shall continue to assign turns until the game is ended.{B-TIM},,,,,,,
F,The product{B-PART} shall end{B-EVE} a game when a hit by the offensive player{B-ACTOR} results in sinking the last of the defensive players{B-ACTOR} ships  which had not been previously{B-TIM} marked as sunk.,,,,,,,
F,The product{B-PART} shall allow a player{B-ACTOR} to end a game at any time{B-TIM} during the game.,,,,,,,
F,When a game is ended  the product {B-PART}shall notify the players{B-ACTOR} that the game is ended.{B-TIM},,,,,,,
F,The notification{B-INFO} of the game ending will include the reason{B-INFO} the game is ended{B-TIM} (i.e.  a player {B-ACTOR}has won the game or a player has ended the game).,,,,,,,
F,When a game is ended  the product {B-PART}shall allow each player{B-ACTOR} to identify himself or herself as an available {I-ACTOR}player in the list of players.,,,,,,,
F,When a game is ended  the product{B-PART} shall allow each player{B-ACTOR} to remove himself or herself from the list of players.,,,,,,,
US,The system{B-SSW} shall be easy to use by callers{B-ACTOR} and supervisors{B-ACTOR}. Callers and supervisors must be able to accomplish any system{B-SSW} task within 2 {B-TIM}minutes.,,,,,,,
US,The system {B-SSW}shall be easy to learn by callers{B-ACTOR} and supervisors. Callers and supervisors{B-ACTOR} shall learn how to use the system {B-SSW} within 10 {B-TIM}minutes.,,,,,,,
PE,The system{B-SSW} shall be responsive. At the DePaul TeleServices Center {B-ORG} when a supervisor{B-ACTOR} uses the system {B-SSW}to view a callers schedule  the system{B-SSW} response time{B-TIM} must be no more than 2 seconds {B-TIM}90% of the time and no more than 5 seconds{I-TIM} the rest of the time{I-TIM}.,,,,,,,
PE,On a 56k{B-NUM} connection  the system{B-SSW} response time {B-TIM}for all operations must be no more{B-TIM} than 6{B-TIM}seconds 90%{B-NUM} of the time{B-TIM}.,,,,,,,
PE,On a 112k {B-NUM}connection or faster{B-TIM}  the system {B-SSW}response time{B-TIM} for all operations must be no more than 3 {B-TIM}seconds{I-TIM} 90% of the time{B-TIM}.,,,,,,,
A,The system{B-SSW} shall have high availability every day {B-TIM}of the year.The system{B-SSW} must be available for use between 12{B-NUM},00AM and 6,00PM all days of the year.,,,,,
A,The system {B-SSW}must be available for use between 7{B-NUM},00AM and 11,59PM all days of the year.,,,,,
MN,The product{B-PART} shall be internet browser{B-PLAT} independent.The product{B-PART} must run using Internet Explorer{B-PLAT} and Netscape Navigator.{B-PLAT},,,,,,,
SE,The product{B-PART} shall ensure that only supervisors{B-ACTOR} can advertise empty time slots.The product {B-PART}must ensure that supervisors{B-ACTOR} are allowed to access advertise{B-INFO} empty time {B-TIM}slots.,,,,,,,
SE,The product {B-PART}shall ensure that only supervisors{B-ACTOR} can enter a callers schedule.The product {B-PART}must ensure that supervisors {B-ACTOR}are allowed to access advertise empty time {B-TIM}slots.,,,,,,,
SE,The product {B-PART}shall ensure that only supervisors {B-ACTOR}can view schedule of all callers{B-ACTOR}.The product{B-ACTOR} must ensure that supervisors{B-ACTOR} are allowed to access advertise empty time slots{B-TIM}.,,,,,,,
LF,The interface{B-GUI} shall have a simple look. In the interface and usability survey  90%{B-NUM} of beta testers {B-ACTOR}must report that the interface is adequately simple.,,,,,,,
LF,The interface {B-GUI}shall be appealing to callers {B-ACTOR}and supervisors{B-ACTOR}. In the interface{B-GUI} and usability survey  80%{B-NUM} of beta testers{B-ACTOR} must report that the interface is appealing.,,,,,,,
LF,The product{B-PART}shall provide GUI{B-GUI} based Monitoring Services.{B-SSW}System Administrators{B-ACTOR} shall monitor message exchanges will predict and determine problems and will also provide internal and external support{B-VART}.,,,,,,,
LF,The product {B-PART}shall comply with City of Chicago{B-LOC} Application Development Guide Framework{B-SSW}.Application Development Framework will provide structured Graphical User Interface{B-GUI}.,,,,,,,
US,The product {B-PART}shall provide Monitoring Services{B-SSW}.The product{B-PART} shall be easy for System Administrators {B-ACTOR}and DBAs to use after two{B-TIM} weeks of usage.,,,,,,,
US,The product {B-PART}shall provide Error Tracking Services{B-SSW}.The product {B-PART}shall help the System Administrators{B-ACTOR}and DBAs to resolve transaction errors 99%{B-NUM} of the time.{B-TIM},,,,,,,
US,The product{B-PART} shall provide Portals{B-GUI}.The product {B-PART}shall help System Administrators {B-ACTOR}to analyze the transactions with ad-hoc reporting{B-INFO} and KPIs (Key Performance Indicators),,,,,,,
PE,The product{B-PART} shall provide Asynchronous Messaging{B-SSW}.The product{I-PART} shall provide asynchronous{I-SSW} messaging to enable parallel processing{I-SSW} and reduce the overhead in communications{B-INFO},,,,,,,
PE,The product{B-PART} shall provide Multi-threading{B-SSW} and Load Balancing{I-SSW}.The product{I-PART} shall provide multi-threading{I-SSW} technology as well as load balancing{I-SSW} to overcome data{B-INFO} load spikes and traffic.,,,,,,,
PE,The product {B-PART}shall process messages{B-INFO} within 2{B-NUM} seconds{B-TIM}.The product{B-PART} shall have a maximum message{I-INFO} processing time of 2{I-NUM} seconds{I-TIM},,,,,,,
PE,The product{B-PART} shall poll the system{B-SSW} for messages{B-INFO} every second{B-TIM}.The product{I-PART} shall poll the system{I-SSW} for new messages{I-INFO} at a maximum of every 1{B-NUM} second{B-TIM}.,,,,,,,
PE,The product{B-PART} shall provide Dynamic{B-VART} Change{I-VART} Support{I-VART} and Transparent{B-VART} resource{I-VART} addition{I-VART}.The product{I-PART} shall support Transparent{I-VART} Resource{I-VART} addition{I-VART} and Dynamic{I-VART} Change{I-VART} support{I-VART} to provide scalability and avoid service interruptions of more than 1{B-NUM} day{B-TIM}.,,,,,,,
A,The product{B-PART} shall be available 99%{B-NUM} of the time{B-TIM}. Rationale,To avoid service interruption during busiest customer service response periods. The product shall be available 99.99% of the time for regular business days.,,,,,,
FT,The product{B-PART} shall be robust.The product{B-PART} shall have fault avoidance based on standards adoption.,,,,,,,
FT,The product{B-PART} shall be robust with fault tolerance.The product shall have fault tolerance by using recovery technique compensatory transaction{B-SSW} and routing{B-SSW} around failures.,,,,,,,
SC,The product{B-PART} shall be able to process all transactions{B-SSW}.The product{I-PART} shall process minimum of 1{B-NUM} million{I-NUM} transactions{I-SSW} per year{B-TIM}.,,,,,,,
O,The product{B-PART} shall be platform independent.The product{I-PART} shall enable access to any type of development environment and platform{B-PLAT}.,,,,,,,
O,The product{B-PART} shall interface{B-GUI} CSR{B-SSW} and Datastream{I-SSW}.The product{I-PART} shall exchange messages{B-INFO} between CSR{I-SSW} and EAM{I-SSW} on a real time{B-TIM} basis without any direct interfaces{B-GUI} between two systems{I-SSW}.,,,,,,,
MN,The product{B-PART} shall continue to operate during upgrade  change or new resource addition.The product{I-PART} shall be able to continue to operate with no interruption in service due to new resource additions.,,,,,,,
MN,The product{B-PART} shall be updated on a regular basis.The product{I-PART} will have a new major feature introduced every six{B-NUM} months{B-TIM} and quarterly{I-NUM} maintenance releases every six{I-NUM} months{I-TIM}.,,,,,,,
MN,The product{B-PART} shall operate with every platform.The product{I-PART} shall accommodate any new technology without any change in its architecture{B-VART}.,,,,,,,
SE,The product{B-PART} shall have security{B-AUTH}.The product{I-PART} shall provide authentication{I-AUTH}  and authorization{I-AUTH}.,,,,,,,
SE,The product{B-PART} shall information{B-INFO} Security{B-AUTH}. The product{I-PART} shall enable privacy{I-AUTH} by encryption{I-AUTH} WS-Security{I-AUTH} and Integrity{I-AUTH} Checking{I-AUTH}.,,,,,,,
SE,The product{B-PART} shall have audit{B-INFO} capabilities.The product{I-PART} shall store messages{B-INFO} for a minimum of one{B-NUM} year{B-TIM} for audit{I-INFO} and transaction{B-SSW} tracking purposes.,,,,,,,
LF,The system{B-SSW} shall use IBM{I-SSW}  and CCR{I-SSW} branding{I-SSW} standards. The interface{B-GUI} must have one IBM{I-SSW}  logo{B-VART} and one CCR{I-SSW} logo{I-VART}.,,,,,,,
LF,The system{B-SSW}  shall be displayable on any work computer{B-HW} a CCR{B-SSW} user{B-ACTOR} may have. The system{I-SSW}  interface{B-GUI} shall be formatted to display at 800{B-NUM} by 600{I-NUM} pixel{I-VART} resolution.,,,,,,,
LF,The system{B-SSW}  interface{B-GUI} will use CCR{B-SSW} nomenclature. The system{I-SSW}  must use the same nomenclature used in the existing WCS{I-SSW} system{I-SSW} and reports{B-INFO},,,,,,,
LF,The interface{B-INFO} must summarize the data{B-INFO} in a fashion thats appealing to CCR{B-SSW} management. Every report{I-INFO} type must have at least one high level summary shown in the results dashboard/interface{B-GUI},,,,,,,
US,The system{B-SSW}  must use a point and click interface{B-GUI}. 100%{B-NUM} of all selection and navigation functionality must be able to be activated/selected by either a mouse{B-HW} or a keyboard{I-HW},,,,,,,
US,The interface{B-GUI} shall be easy to use. 90%{B-NUM} of users{B-ACTOR} should be able to successfully use the system{B-SSW} to generate a report{B-INFO} on their first use. The interface{I-GUI} should adhere to IBM{I-SSW} usability standards.,,,,,,,
US,Reports{B-INFO} must be easy to generate. eports{B-VART} must be generated within one button{B-VART} click and exported within one button {I-VART}click (after selecting the report),,,,,,,
US,A user{B-ACTOR} shall be able to use the system{B-SSW} without instruction{B-INFO} after a short amount of time{B-TIM}. After one use a user{I-ACTOR} should understand and remember 90%{B-NUM} of the system{I-SSW} usage and navigation.,,,,,,,
US,All CCR{B-SSW} users{B-ACTOR} shall receive training before the WCS{I-SSW} system{I-SSW} is deployed. One training session will be held for 100%{I-NUM} of CCR{I-SSW} users{I-ACTOR} before system{I-SSW} deployment (based on a CCR{I-SSW} user being available),,,,,,,
US,The WCS{B-SSW} system{I-SSW} shall use appropriate nomenclature and terminology as defined by the Corporate{B-ORG} Community{I-ORG} Grants{I-ORG} organization{I-ORG}. All interfaces{B-GUI} and reports{B-INFO} will undergo usability tests by CCR{I-SSW} users{B-ACTOR}.,,,,,,,
A,The WCS{B-SSW} system{I-SSW} shall be available at all times{B-TIM} as long as IBM{I-SSW}s internal intranet W3{I-SSW} is accessible. The WCS{I-SSW} system{I-SSW} will be available 95%{B-NUM} of the time{I-TIM} IBM{I-SSW}s internal intranet W3{I-SSW} is available.,,,,,,,
SC,The WCS{B-SSW} system{I-SSW} shall have the ability to connect other designated WCS{I-SSW} databases{I-SSW} currently not included in the system{I-SSW}.,,,,,,,
SC,The WCS{B-SSW} system {I-SSW}shall have the ability to include data{B-INFO} for regions{B-LOC} outside the United States{I-LOC} and be accessed by users{B-ACTOR} outside of the United States{I-INFO} if approved by CCR{I-SSW} management.,,,,,,,
O,The WCS{B-SSW} system{I-SSW} shall be run in a Windows{B-GUI} environment. The WCS{I-SSW} shall be accessed by users through the Internet{B-PLAT} on an IBM{I-SSW} computer{B-HW} running a Windows{I-GUI} 2000 or above operating system{I-GUI}.,,,,,,,
O,The Brio portion{B-VART} of the WCS{B-SSW} system{I-SSW} must be able to export files in spreadsheet{I-VART} form (Microsoft Excel{I-SSW} and Lotus 1-2-3{B-NUM} formats).  Brio{I-VART} will provide buttons{I-PART} in the user{B-ACTOR} interface{I-GUI} that produce/export reports{B-INFO} in .xls{I-INFO} or .123{I-NUM} file{I-INFO} formats.,,,,,,,
MN,The WCS{B-SSW} system{I-SSW} must run queries to the WCS{I-SSW} databases{I-SSW} once again (on a specified day{B-TIM}) to update the available data{B-INFO} available to CCR{I-SSW} users{B-ACTOR}. Queries must be made to external databases{I-SSW} for data{I-INFO} refresh once a week{I-TIM}.,,,,,,,
MN,All changes  updates  and additions to the WCS{B-SSW} system{I-SSW} shall be updated in the WCS{I-SSW} Developer{I-SSW} and WCS{I-SSW} User{B-ACTOR} Guides{B-INFO}. Every change must be reflected in WCS{I-SSW} system{I-SSW} documentation{B-INFO},,,,,,,
SE,The system{B-SSW} shall only be accessed by authorized{B-AUTH} Corporate{B-ORG} Community Grants (CCR) employees{B-ACTOR}. Users{I-ACTOR} must be authenticated{I-AUTH} using their IBM{I-SSW} intranet user{B-ACTOR} name and password{I-AUTH}.,,,,,,,
SE,The WCS{B-SSW} system{I-SSW} shall not allow automatic logins{B-INFO} by any user{B-ACTOR}. Cookies containing WCS{B-SSW} login{I-AUTH} information{I-INFO} about a user{I-ACTOR} will not be stored on a user{I-ACTOR}s computer{B-HW}.,,,,,,,
SE,Each team owner{B-ACTOR} will need to use a username{B-AUTH} and password{I-AUTH} in order to be authenticated{I-AUTH} to reach the team owner{I-ACTOR}s page,,,,,,,
SE,The Commissioner{B-ACTOR} will be the only authorized{B-AUTH} user{I-ACTOR} per league to adjust league settings{B-VART}.,,,,,,,
LF,Each page{B-PART} shall contain a navigation{B-VART} menu{I-VART} which shows the index{I-VART} into which the current page{I-PART} is contained.,,,,,,,
LF,Each page{B-PART} shall contain a similar format with action items{I-PART} in one location{B-LOC} and navigation{B-VART} buttons in a different location{I-LOC}.,,,,,,,
LF,The message{B-INFO} board shall contain the 5{B-NUM} most recently posted messages{I-INFO} on the league page{B-VART}. The messages{I-INFO} will contain up to the first 150{I-NUM} characters of the message{I-INFO}.,,,,,,,
US,A new user{B-ACTOR} shall be able to navigate{B-VART} through the league and team pages{I-VART} within 30{B-NUM} seconds{B-TIM} of reaching the start-up page{I-VART}.,,,,,,,
US,Users{B-ACTOR} shall be able to reach the add  drop  and trade player{B-ACTOR} pages{I-VART} with one click from the team{I-ACTOR} owners page{I-VART}.,,,,,,,
US,Users{B-ACTOR} shall be able to view at least 25{B-NUM} NFL {B-VART}player{I-ACTOR} statistics and points on each page{I-VART}.,,,,,,,
US,The application{B-PLAT} shall ask the user{B-ACTOR} to confirm dropping a player{I-ACTOR} or trading a player{I-ACTOR} before performing the action.,,,,,,,
PE,The application{B-PLAT}  shall be able to complete every user{B-ACTOR} transaction{B-VART} within one{B-NUM} fourth{I-NUM} of a second{B-TIM} of receiving the request over the network.,,,,,,,
A,The application{B-PLAT}  shall have a downtime of at most 10{B-NUM} minutes{B-TIM} per year{I-TIM}.,,,,,,,
O,The application{B-PLAT}  shall run on a web{I-PLAT}  application{I-PLAT}  server{B-SSW} .,,,,,,,
PE,The maximum wait time{B-TIM} for a user{B-ACTOR} navigating{B-VART} from one screen{I-VART} to another within the Disputes{I-PLAT}  application{I-PLAT}  shall be no more than 5{B-NUM} seconds{B-TIM}.,,,,,,,
PE,The Disputes{B-PLAT}  application{I-PLAT}  shall support 350{B-NUM} concurrent users{B-ACTOR} without any degradation of performance in the application{I-PLAT} .,,,,,,,
O,The Disputes{B-PLAT}  application{I-PLAT}  shall be available 24{B-NUM}x 7{I-NUM}x 365{I-NUM}  with the exception of the following scheduled maintenance windows{B-GUI} .  Monday{B-TIM}  Saturday{I-TIM} 3,00am to 4,00am EST Sunday 1,00amd to 5,,,,
O,The Disputes{B-PLAT}  application{I-PLAT}  shall interface{I-GUI} with the Statement{B-INFO} Database{B-SSW}. The Statement{I-INFO} Database{B-SSW} provides the transaction{B-VART} details to the Disputes{B-PLAT} System{B-SSW}. All transaction{I-VART} details must be obtained from the Statement{I-INFO} Database{I-SSW},,,,,,,
O,A primary database{B-SSW} will be used to store cached data for active users{B-ACTOR}.,,,,,,,
A,The system{B-SSW} shall achieve 95%{B-NUM} up time{B-TIM}.,,,,,,,
LF,The system{B-SSW} shall have a professional appearance{B-GUI},,,,,,,
LF,The product{B-PART} shall have a consistent color scheme and fonts.,,,,,,,
US,The system{B-SSW} shall be used by realtors with no training{B-PART}.,,,,,,,
US,The system{B-SSW} shall be intuitive and self explanatory{B-INFO}.,,,,,,,
US,The product{B-PART}  shall be easy for a realtor to learn.,,,,,,,
US,The product{B-PART}  shall use symbols and words that are naturally understandable by the realtor community.,,,,,,,
PE,The product{B-PART}  shall produce search results in an acceptable time{B-TIM},,,,,,,
PE,The search results shall be returned no later 30{B-NUM}      seconds{B-TIM}  after the user has entered the search criteria,,,,,,,
PE,The product{B-PART}  shall generate a CMA{B-SSW} report{B-INFO} in an acceptable time{B-TIM}.,,,,,,,
PE,The CMA{B-SSW} report{B-INFO} shall be returned no later 60{B-NUM} seconds{I-TIM} after the user{B-ACTOR} has entered the CMA{I-SSW} report{I-INFO} criteria.,,,,,,,
PE,The product{B-PART}  shall synchronize contacts and appointments in an acceptable time{B-TIM}.,,,,,,,
PE,The product{B-PART}  shall synchronize with the office system{B-SSW} every hour{B-TIM}.,,,,,,,
A,The product{B-PART}  shall be available for use 24{B-NUM} hours{B-TIM} per day{I-TIM}  365{I-TIM} days{I-TIM}  per year{I-TIM},,,,,,,
A,Out of 1000{B-NUM} accesses to the system{B-SSW}  the system {I-SSW}is available 999{I-NUM} times.,,,,,,,
FT,The product{B-PART}  shall operate in offline mode whenever internet{B-PLAT} connection is unavailable.,,,,,,,
FT,The product{B-PART}  shall allow the user{B-ACTOR} to view previously downloaded search results  CMA reports{B-INFO}  and appointments.,,,,,,,
FT,The product{B-PART}  shall retain user{B-ACTOR} preferences in the event of a failure.,,,,,,,
FT,100% {B-NUM}of saved user{B-ACTOR} preferences shall be restored when system{B-SSW} comes back online.,,,,,,,
SC,The product{B-PART}  shall be able to support multiple remote users{B-ACTOR},,,,,,,
SC,The product{B-PART}  shall be able support 1000{B-NUM} simultaneous users{B-ACTOR}.,,,,,,,
SC,The product{B-PART}  shall be capable of handling the existing 1000{B-NUM} users{B-ACTOR}. This number{B-NUM} is expected to grow 5{I-NUM} times within the next year{I-NUM}.,,,,,,,
US,The product{B-PART}  shall be installed by an untrained realtor   without recourse to separately-printed instructions{B-INFO}.,,,,,,,
US,90%{B-NUM} of untrained realtors{B-ACTOR} shall be able to install the product {B-PART}on their device without printed instructions{B-INFO},,,,,,,
PO,The product{B-PART} is expected to run on Windows CE{B-PLAT} and Palm operating systems{B-GUI}.,,,,,,,
SE,Only registered realtors{B-ACTOR} shall be able to access {B-AUTH}the system{B-SSW}.,,,,,,,
SE,Every user{B-ACTOR} of the system{B-SSW} shall be authenticated {B-AUTH}and authorized.,,,,,,,
SE,The product{B-PART} shall prevent its data{B-INFO}from incorrect data being introduced.,,,,,,,
F,The system {B-SSW}shall allow a real estate agent{B-ACTOR} to query MLS information{B-INFO},,,,,,,
F,The user{B-ACTOR} shall be able to get driving directions{B-INFO} to a selected property,,,,,,,
